ean,item_cd,category,product_type,name_en,name_local,size_us,color,price_usd,price_local,currency,locale,fixture,depth,handle,image,n_images
3608439456954,2556252,apparel,Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,XL,Gray,40.00,40.0,USD,en-US,GB-R2-U2,12,womens-mountain-hiking-waterproof-jacket-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492378-product_image-p2583802.jpg?v=1703074557,12
3608439456961,2556248,apparel,Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,S,Gray,40.00,40.0,USD,en-US,GB-R2-U3,17,womens-mountain-hiking-waterproof-jacket-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492378-product_image-p2583802.jpg?v=1703074557,12
3608439456978,2556247,apparel,Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,XS,Gray,40.00,40.0,USD,en-US,GB-R2-U4,21,womens-mountain-hiking-waterproof-jacket-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492378-product_image-p2583802.jpg?v=1703074557,12
3608439456985,2556251,apparel,Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,L,Gray,40.00,40.0,USD,en-US,GB-R2-U5,14,womens-mountain-hiking-waterproof-jacket-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492378-product_image-p2583802.jpg?v=1703074557,12
3608439456992,2556249,apparel,Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,M,Gray,40.00,40.0,USD,en-US,GB-R2-U6,14,womens-mountain-hiking-waterproof-jacket-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492378-product_image-p2583802.jpg?v=1703074557,12
3608439457005,2556246,apparel,Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,2XS,Gray,40.00,40.0,USD,en-US,GB-R2-U7,17,womens-mountain-hiking-waterproof-jacket-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492378-product_image-p2583802.jpg?v=1703074557,12
3608439457012,2563483,apparel,Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,XS,Black,40.00,40.0,USD,en-US,GB-R3-U1,14,womens-mountain-hiking-waterproof-jacket-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492378-product_image-p2583802.jpg?v=1703074557,12
3608439457029,2563482,apparel,Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,2XS,Black,40.00,40.0,USD,en-US,GB-R3-U2,10,womens-mountain-hiking-waterproof-jacket-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492378-product_image-p2583802.jpg?v=1703074557,12
3608439457036,2563485,apparel,Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,M,Black,40.00,40.0,USD,en-US,GB-R3-U3,19,womens-mountain-hiking-waterproof-jacket-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492378-product_image-p2583802.jpg?v=1703074557,12
3608439457043,2563484,apparel,Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,S,Black,40.00,40.0,USD,en-US,GB-R3-U4,17,womens-mountain-hiking-waterproof-jacket-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492378-product_image-p2583802.jpg?v=1703074557,12
3608439457050,2563487,apparel,Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,XL,Black,40.00,40.0,USD,en-US,GB-R3-U5,10,womens-mountain-hiking-waterproof-jacket-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492378-product_image-p2583802.jpg?v=1703074557,12
3608439457067,2563486,apparel,Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,Quechua Women's MH100 Waterproof Hiking Rain Jacket,L,Black,40.00,40.0,USD,en-US,GB-R3-U6,19,womens-mountain-hiking-waterproof-jacket-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492378-product_image-p2583802.jpg?v=1703074557,12
3608439460524,2558419,outdoor,Foam mat,Forclaz Trek 100 Folding Foam Hiking Mattress,Forclaz Trek 100 Folding Foam Hiking Mattress,L,Granite Green,39.99,39.99,USD,en-US,GB-R6-U2,2,backpacking-foam-folding-mattress-trek-100-174619,https://cdn.shopify.com/s/files/1/1330/6287/files/8492712-product_image-p2422856.jpg?v=1701346667,9
3608439462788,2558434,outdoor,Cookset,Quechua MH100 1.6 L Stainless Steel 2-Person Camping Cookset,Quechua MH100 1.6 L Stainless Steel 2-Person Camping Cookset,One Size,Dark Gray,24.99,24.99,USD,en-US,GB-R6-U3,2,camping-cook-set-stainless-2-person-mh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8492725-product_image-p2578992.jpg?v=1712143243,11
3608439483486,2354661,apparel,Down jacket,Forclaz Women's MT100 Down Puffer Vest,Forclaz Women's MT100 Down Puffer Vest,XL,Black,55.00,55.0,USD,en-US,GB-R3-U7,21,forclaz-womens-mt100-down-puffer-vest-169342,https://cdn.shopify.com/s/files/1/1330/6287/files/8397279-product_image-p2607120.jpg?v=1712056459,18
3608439483493,2354662,apparel,Down jacket,Forclaz Women's MT100 Down Puffer Vest,Forclaz Women's MT100 Down Puffer Vest,2XL,Black,55.00,55.0,USD,en-US,GB-R4-U1,18,forclaz-womens-mt100-down-puffer-vest-169342,https://cdn.shopify.com/s/files/1/1330/6287/files/8397279-product_image-p2607120.jpg?v=1712056459,18
3608439483509,2354659,apparel,Down jacket,Forclaz Women's MT100 Down Puffer Vest,Forclaz Women's MT100 Down Puffer Vest,M,Black,55.00,55.0,USD,en-US,GB-R4-U2,17,forclaz-womens-mt100-down-puffer-vest-169342,https://cdn.shopify.com/s/files/1/1330/6287/files/8397279-product_image-p2607120.jpg?v=1712056459,18
3608439483516,2354660,apparel,Down jacket,Forclaz Women's MT100 Down Puffer Vest,Forclaz Women's MT100 Down Puffer Vest,L,Black,55.00,55.0,USD,en-US,GB-R4-U3,14,forclaz-womens-mt100-down-puffer-vest-169342,https://cdn.shopify.com/s/files/1/1330/6287/files/8397279-product_image-p2607120.jpg?v=1712056459,18
3608439483523,2354656,apparel,Down jacket,Forclaz Women's MT100 Down Puffer Vest,Forclaz Women's MT100 Down Puffer Vest,XS,Black,55.00,55.0,USD,en-US,GB-R4-U4,19,forclaz-womens-mt100-down-puffer-vest-169342,https://cdn.shopify.com/s/files/1/1330/6287/files/8397279-product_image-p2607120.jpg?v=1712056459,18
3608439483530,2354657,apparel,Down jacket,Forclaz Women's MT100 Down Puffer Vest,Forclaz Women's MT100 Down Puffer Vest,S,Black,55.00,55.0,USD,en-US,GB-R4-U5,14,forclaz-womens-mt100-down-puffer-vest-169342,https://cdn.shopify.com/s/files/1/1330/6287/files/8397279-product_image-p2607120.jpg?v=1712056459,18
3608439486685,2353542,footwear,Shoes,Quechua Women's MH100 Waterproof Mid Hiking Shoes,Quechua Women's MH100 Waterproof Mid Hiking Shoes,7.5,Dark Petrol Blue,40.00,40.0,USD,en-US,PW-08,11,quechua-womens-mh100-waterproof-mid-hiking-shoes-133726-133727,https://cdn.shopify.com/s/files/1/1330/6287/files/8397086-product_image-p1568309.jpg?v=1716203002,13
3608439486692,2353543,footwear,Shoes,Quechua Women's MH100 Waterproof Mid Hiking Shoes,Quechua Women's MH100 Waterproof Mid Hiking Shoes,8,Dark Petrol Blue,40.00,40.0,USD,en-US,PE-01,13,quechua-womens-mh100-waterproof-mid-hiking-shoes-133726-133727,https://cdn.shopify.com/s/files/1/1330/6287/files/8397086-product_image-p1568309.jpg?v=1716203002,13
3608439486708,2353544,footwear,Shoes,Quechua Women's MH100 Waterproof Mid Hiking Shoes,Quechua Women's MH100 Waterproof Mid Hiking Shoes,9,Dark Petrol Blue,40.00,40.0,USD,en-US,PE-02,9,quechua-womens-mh100-waterproof-mid-hiking-shoes-133726-133727,https://cdn.shopify.com/s/files/1/1330/6287/files/8397086-product_image-p1568309.jpg?v=1716203002,13
3608439486715,2353545,footwear,Shoes,Quechua Women's MH100 Waterproof Mid Hiking Shoes,Quechua Women's MH100 Waterproof Mid Hiking Shoes,9.5,Dark Petrol Blue,40.00,40.0,USD,en-US,PE-03,6,quechua-womens-mh100-waterproof-mid-hiking-shoes-133726-133727,https://cdn.shopify.com/s/files/1/1330/6287/files/8397086-product_image-p1568309.jpg?v=1716203002,13
3608439486722,2353540,footwear,Shoes,Quechua Women's MH100 Waterproof Mid Hiking Shoes,Quechua Women's MH100 Waterproof Mid Hiking Shoes,5.5,Dark Petrol Blue,40.00,40.0,USD,en-US,PE-04,12,quechua-womens-mh100-waterproof-mid-hiking-shoes-133726-133727,https://cdn.shopify.com/s/files/1/1330/6287/files/8397086-product_image-p1568309.jpg?v=1716203002,13
3608439486739,2353541,footwear,Shoes,Quechua Women's MH100 Waterproof Mid Hiking Shoes,Quechua Women's MH100 Waterproof Mid Hiking Shoes,6.5,Dark Petrol Blue,40.00,40.0,USD,en-US,PE-05,7,quechua-womens-mh100-waterproof-mid-hiking-shoes-133726-133727,https://cdn.shopify.com/s/files/1/1330/6287/files/8397086-product_image-p1568309.jpg?v=1716203002,13
3608439488689,2349292,accessories,Glove liner,Quechua Adult MT500 Backpacking Silk Liner Gloves,Quechua Adult MT500 Backpacking Silk Liner Gloves,2XL,Black,15.00,15.0,USD,en-US,GB-R5-U1,23,mountain-trekking-liner-gloves-trek-550-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8396267-product_image-p18974101.jpg?v=1757450179,3
3608439488696,2349291,accessories,Glove liner,Quechua Adult MT500 Backpacking Silk Liner Gloves,Quechua Adult MT500 Backpacking Silk Liner Gloves,XL,Black,15.00,15.0,USD,en-US,GB-R5-U2,18,mountain-trekking-liner-gloves-trek-550-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8396267-product_image-p18974101.jpg?v=1757450179,3
3608439488702,2349290,accessories,Glove liner,Quechua Adult MT500 Backpacking Silk Liner Gloves,Quechua Adult MT500 Backpacking Silk Liner Gloves,L,Black,15.00,15.0,USD,en-US,GB-R5-U3,23,mountain-trekking-liner-gloves-trek-550-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8396267-product_image-p18974101.jpg?v=1757450179,3
3608439488719,2349289,accessories,Glove liner,Quechua Adult MT500 Backpacking Silk Liner Gloves,Quechua Adult MT500 Backpacking Silk Liner Gloves,M,Black,15.00,15.0,USD,en-US,GB-R5-U4,23,mountain-trekking-liner-gloves-trek-550-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8396267-product_image-p18974101.jpg?v=1757450179,3
3608439488726,2349288,accessories,Glove liner,Quechua Adult MT500 Backpacking Silk Liner Gloves,Quechua Adult MT500 Backpacking Silk Liner Gloves,S,Black,15.00,15.0,USD,en-US,GB-R5-U5,21,mountain-trekking-liner-gloves-trek-550-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8396267-product_image-p18974101.jpg?v=1757450179,3
3608439488733,2349287,accessories,Glove liner,Quechua Adult MT500 Backpacking Silk Liner Gloves,Quechua Adult MT500 Backpacking Silk Liner Gloves,XS,Black,15.00,15.0,USD,en-US,GB-R5-U6,23,mountain-trekking-liner-gloves-trek-550-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8396267-product_image-p18974101.jpg?v=1757450179,3
3608439509896,2191613,apparel,Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,XS,White,29.99,29.99,USD,en-US,GB-R4-U6,21,quechua-womens-raincut-full-zip-windproof-and-water-repellent-rain-jacket-134585,https://cdn.shopify.com/s/files/1/1330/6287/files/8383702-product_image-p2643938.jpg?v=1704715995,7
3608439509919,2191616,apparel,Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,L,White,29.99,29.99,USD,en-US,GB-R4-U7,13,quechua-womens-raincut-full-zip-windproof-and-water-repellent-rain-jacket-134585,https://cdn.shopify.com/s/files/1/1330/6287/files/8383702-product_image-p2643938.jpg?v=1704715995,7
3608439509926,2191617,apparel,Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,XL,White,29.99,29.99,USD,en-US,FR-01,17,quechua-womens-raincut-full-zip-windproof-and-water-repellent-rain-jacket-134585,https://cdn.shopify.com/s/files/1/1330/6287/files/8383702-product_image-p2643938.jpg?v=1704715995,7
3608439509933,2191614,apparel,Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,S,White,29.99,29.99,USD,en-US,FR-02,15,quechua-womens-raincut-full-zip-windproof-and-water-repellent-rain-jacket-134585,https://cdn.shopify.com/s/files/1/1330/6287/files/8383702-product_image-p2643938.jpg?v=1704715995,7
3608439509940,2191615,apparel,Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,M,White,29.99,29.99,USD,en-US,FR-03,12,quechua-womens-raincut-full-zip-windproof-and-water-repellent-rain-jacket-134585,https://cdn.shopify.com/s/files/1/1330/6287/files/8383702-product_image-p2643938.jpg?v=1704715995,7
3608439511875,2189141,bag_pack,Travel bag,Simond 500 Extend 40-60 L Duffel Bag,Simond 500 Extend 40-60 L Duffel Bag,40 L,Teal Green,60.00,60.0,USD,en-US,GF-R5-U7,10,simond-500-extend-40-60-l-duffel-bag-156359,https://cdn.shopify.com/s/files/1/1330/6287/files/8383299-product_image-p2439908_a0618d9f-e032-4310-aad9-4a4e2b5cc349.jpg?v=1748542814,32
3608439511899,2189140,bag_pack,Travel bag,Simond 500 Extend 40-60 L Duffel Bag,Simond 500 Extend 40-60 L Duffel Bag,40 L,Bronze Khaki Green,60.00,60.0,USD,en-US,PE-06,8,simond-500-extend-40-60-l-duffel-bag-156359,https://cdn.shopify.com/s/files/1/1330/6287/files/8383299-product_image-p2439908_a0618d9f-e032-4310-aad9-4a4e2b5cc349.jpg?v=1748542814,32
3608439551260,2095208,footwear,Shoes,Quechua Men's NH100 Warm Waterproof High Hiking Boots,Quechua Men's NH100 Warm Waterproof High Hiking Boots,6.5,Smoked Black,55.00,55.0,USD,en-US,FB-01,10,mens-warm-and-waterproof-hiking-boots-sh100-high-143765,https://cdn.shopify.com/s/files/1/1330/6287/files/8367617-product_image-p2579580.jpg?v=1755558701,10
3608439551277,2095209,footwear,Shoes,Quechua Men's NH100 Warm Waterproof High Hiking Boots,Quechua Men's NH100 Warm Waterproof High Hiking Boots,7.5,Smoked Black,55.00,55.0,USD,en-US,GA-01,11,mens-warm-and-waterproof-hiking-boots-sh100-high-143765,https://cdn.shopify.com/s/files/1/1330/6287/files/8367617-product_image-p2579580.jpg?v=1755558701,10
3608439551284,2095210,footwear,Shoes,Quechua Men's NH100 Warm Waterproof High Hiking Boots,Quechua Men's NH100 Warm Waterproof High Hiking Boots,8,Smoked Black,55.00,55.0,USD,en-US,GA-02,10,mens-warm-and-waterproof-hiking-boots-sh100-high-143765,https://cdn.shopify.com/s/files/1/1330/6287/files/8367617-product_image-p2579580.jpg?v=1755558701,10
3608439551291,2095211,footwear,Shoes,Quechua Men's NH100 Warm Waterproof High Hiking Boots,Quechua Men's NH100 Warm Waterproof High Hiking Boots,9,Smoked Black,55.00,55.0,USD,en-US,PW-01,11,mens-warm-and-waterproof-hiking-boots-sh100-high-143765,https://cdn.shopify.com/s/files/1/1330/6287/files/8367617-product_image-p2579580.jpg?v=1755558701,10
3608439551338,2095216,footwear,Shoes,Quechua Men's NH100 Warm Waterproof High Hiking Boots,Quechua Men's NH100 Warm Waterproof High Hiking Boots,13,Smoked Black,55.00,55.0,USD,en-US,PW-02,6,mens-warm-and-waterproof-hiking-boots-sh100-high-143765,https://cdn.shopify.com/s/files/1/1330/6287/files/8367617-product_image-p2579580.jpg?v=1755558701,10
3608439551345,2095213,footwear,Shoes,Quechua Men's NH100 Warm Waterproof High Hiking Boots,Quechua Men's NH100 Warm Waterproof High Hiking Boots,10.5,Smoked Black,55.00,55.0,USD,en-US,PW-03,7,mens-warm-and-waterproof-hiking-boots-sh100-high-143765,https://cdn.shopify.com/s/files/1/1330/6287/files/8367617-product_image-p2579580.jpg?v=1755558701,10
3608439551352,2095212,footwear,Shoes,Quechua Men's NH100 Warm Waterproof High Hiking Boots,Quechua Men's NH100 Warm Waterproof High Hiking Boots,9.5,Smoked Black,55.00,55.0,USD,en-US,PW-04,9,mens-warm-and-waterproof-hiking-boots-sh100-high-143765,https://cdn.shopify.com/s/files/1/1330/6287/files/8367617-product_image-p2579580.jpg?v=1755558701,10
3608439551369,2095215,footwear,Shoes,Quechua Men's NH100 Warm Waterproof High Hiking Boots,Quechua Men's NH100 Warm Waterproof High Hiking Boots,12,Smoked Black,55.00,55.0,USD,en-US,PW-05,7,mens-warm-and-waterproof-hiking-boots-sh100-high-143765,https://cdn.shopify.com/s/files/1/1330/6287/files/8367617-product_image-p2579580.jpg?v=1755558701,10
3608439551376,2095214,footwear,Shoes,Quechua Men's NH100 Warm Waterproof High Hiking Boots,Quechua Men's NH100 Warm Waterproof High Hiking Boots,11.5,Smoked Black,55.00,55.0,USD,en-US,PW-06,13,mens-warm-and-waterproof-hiking-boots-sh100-high-143765,https://cdn.shopify.com/s/files/1/1330/6287/files/8367617-product_image-p2579580.jpg?v=1755558701,10
3608439553189,2094206,footwear,Shoes,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,5.5,Black,35.00,35.0,USD,en-US,PW-07,11,womens-snow-hiking-warm-boots-sh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8367538-product_image-p1647641.jpg?v=1703074288,12
3608439553196,2094207,footwear,Shoes,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,6.5,Black,35.00,35.0,USD,en-US,PW-08,7,womens-snow-hiking-warm-boots-sh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8367538-product_image-p1647641.jpg?v=1703074288,12
3608439553202,2094208,footwear,Shoes,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,7.5,Black,35.00,35.0,USD,en-US,PE-01,9,womens-snow-hiking-warm-boots-sh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8367538-product_image-p1647641.jpg?v=1703074288,12
3608439553219,2094209,footwear,Shoes,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,8,Black,35.00,35.0,USD,en-US,PE-02,11,womens-snow-hiking-warm-boots-sh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8367538-product_image-p1647641.jpg?v=1703074288,12
3608439553226,2094210,footwear,Shoes,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,9,Black,35.00,35.0,USD,en-US,PE-03,7,womens-snow-hiking-warm-boots-sh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8367538-product_image-p1647641.jpg?v=1703074288,12
3608439553233,2094211,footwear,Shoes,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,9.5,Black,35.00,35.0,USD,en-US,PE-04,8,womens-snow-hiking-warm-boots-sh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8367538-product_image-p1647641.jpg?v=1703074288,12
3608439553240,2094212,footwear,Shoes,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,Quechua Women's SH100 MID Warm and Waterproof Hiking Boots,10.5,Black,35.00,35.0,USD,en-US,PE-05,13,womens-snow-hiking-warm-boots-sh100,https://cdn.shopify.com/s/files/1/1330/6287/files/8367538-product_image-p1647641.jpg?v=1703074288,12
3608439597503,1832644,footwear,Snow boots,Quechua Women's SH100 Warm Waterproof Mid Snow Boots,Quechua Women's SH100 Warm Waterproof Mid Snow Boots,10.5 - 11,Steel Gray,25.00,25.0,USD,en-US,FB-01,12,womens-warm-waterproof-snow-hiking-boots-sh100-mid-108086,https://cdn.shopify.com/s/files/1/1330/6287/files/8344698-product_image-p1647622.jpg?v=1703074105,5
3608439597510,1832643,footwear,Snow boots,Quechua Women's SH100 Warm Waterproof Mid Snow Boots,Quechua Women's SH100 Warm Waterproof Mid Snow Boots,9 - 9.5,Steel Gray,25.00,25.0,USD,en-US,GA-01,11,womens-warm-waterproof-snow-hiking-boots-sh100-mid-108086,https://cdn.shopify.com/s/files/1/1330/6287/files/8344698-product_image-p1647622.jpg?v=1703074105,5
3608439597527,1832642,footwear,Snow boots,Quechua Women's SH100 Warm Waterproof Mid Snow Boots,Quechua Women's SH100 Warm Waterproof Mid Snow Boots,7.5 - 8,Steel Gray,25.00,25.0,USD,en-US,GA-02,9,womens-warm-waterproof-snow-hiking-boots-sh100-mid-108086,https://cdn.shopify.com/s/files/1/1330/6287/files/8344698-product_image-p1647622.jpg?v=1703074105,5
3608439597534,1832641,footwear,Snow boots,Quechua Women's SH100 Warm Waterproof Mid Snow Boots,Quechua Women's SH100 Warm Waterproof Mid Snow Boots,5.5 - 6.5,Steel Gray,25.00,25.0,USD,en-US,PW-01,7,womens-warm-waterproof-snow-hiking-boots-sh100-mid-108086,https://cdn.shopify.com/s/files/1/1330/6287/files/8344698-product_image-p1647622.jpg?v=1703074105,5
3608439605567,894035,footwear,Snow boots,Men's SH100 Warm Waterproof Snow Boots,Men's SH100 Warm Waterproof Snow Boots,10.5 - 11.5,Carbon Gray,25.00,25.0,USD,en-US,PW-02,7,mens-warm-waterproof-snow-boots-sh100-108105,https://cdn.shopify.com/s/files/1/1330/6287/files/8344304-product_image-p2047836.jpg?v=1703074101,7
3608439605574,894031,footwear,Snow boots,Men's SH100 Warm Waterproof Snow Boots,Men's SH100 Warm Waterproof Snow Boots,9 - 9.5,Carbon Gray,25.00,25.0,USD,en-US,PW-03,12,mens-warm-waterproof-snow-boots-sh100-108105,https://cdn.shopify.com/s/files/1/1330/6287/files/8344304-product_image-p2047836.jpg?v=1703074101,7
3608439605581,894037,footwear,Snow boots,Men's SH100 Warm Waterproof Snow Boots,Men's SH100 Warm Waterproof Snow Boots,12 - 13,Carbon Gray,25.00,25.0,USD,en-US,PW-04,6,mens-warm-waterproof-snow-boots-sh100-108105,https://cdn.shopify.com/s/files/1/1330/6287/files/8344304-product_image-p2047836.jpg?v=1703074101,7
3608439605598,894030,footwear,Snow boots,Men's SH100 Warm Waterproof Snow Boots,Men's SH100 Warm Waterproof Snow Boots,7.5 - 8,Carbon Gray,25.00,25.0,USD,en-US,PW-05,10,mens-warm-waterproof-snow-boots-sh100-108105,https://cdn.shopify.com/s/files/1/1330/6287/files/8344304-product_image-p2047836.jpg?v=1703074101,7
3608439605604,894029,footwear,Snow boots,Men's SH100 Warm Waterproof Snow Boots,Men's SH100 Warm Waterproof Snow Boots,6 - 6.5,Carbon Gray,25.00,25.0,USD,en-US,PW-06,9,mens-warm-waterproof-snow-boots-sh100-108105,https://cdn.shopify.com/s/files/1/1330/6287/files/8344304-product_image-p2047836.jpg?v=1703074101,7
3608439667671,375674,apparel,Down jacket,Simond Men's MT500 Down Puffer Jacket,Simond Men's MT500 Down Puffer Jacket,M,Black,149.00,149.0,USD,en-US,FR-04,16,mens-mountain-trekking-down-jacket-mt500-10-degrees-celcius-12077,https://cdn.shopify.com/s/files/1/1330/6287/files/8611349-product_image-p2920873_dcee697e-fff3-4056-bc17-13187e98513d.jpg?v=1757361220,20
3608439667688,375668,apparel,Down jacket,Simond Men's MT500 Down Puffer Jacket,Simond Men's MT500 Down Puffer Jacket,S,Black,149.00,149.0,USD,en-US,GF-R1-U1,14,mens-mountain-trekking-down-jacket-mt500-10-degrees-celcius-12077,https://cdn.shopify.com/s/files/1/1330/6287/files/8611349-product_image-p2920873_dcee697e-fff3-4056-bc17-13187e98513d.jpg?v=1757361220,20
3608439667701,375682,apparel,Down jacket,Simond Men's MT500 Down Puffer Jacket,Simond Men's MT500 Down Puffer Jacket,3XL,Black,149.00,149.0,USD,en-US,GF-R1-U2,20,mens-mountain-trekking-down-jacket-mt500-10-degrees-celcius-12077,https://cdn.shopify.com/s/files/1/1330/6287/files/8611349-product_image-p2920873_dcee697e-fff3-4056-bc17-13187e98513d.jpg?v=1757361220,20
3608439667718,375680,apparel,Down jacket,Simond Men's MT500 Down Puffer Jacket,Simond Men's MT500 Down Puffer Jacket,2XL,Black,149.00,149.0,USD,en-US,GF-R1-U3,10,mens-mountain-trekking-down-jacket-mt500-10-degrees-celcius-12077,https://cdn.shopify.com/s/files/1/1330/6287/files/8611349-product_image-p2920873_dcee697e-fff3-4056-bc17-13187e98513d.jpg?v=1757361220,20
3608439667725,375678,apparel,Down jacket,Simond Men's MT500 Down Puffer Jacket,Simond Men's MT500 Down Puffer Jacket,XL,Black,149.00,149.0,USD,en-US,GF-R1-U4,21,mens-mountain-trekking-down-jacket-mt500-10-degrees-celcius-12077,https://cdn.shopify.com/s/files/1/1330/6287/files/8611349-product_image-p2920873_dcee697e-fff3-4056-bc17-13187e98513d.jpg?v=1757361220,20
3608439667732,375675,apparel,Down jacket,Simond Men's MT500 Down Puffer Jacket,Simond Men's MT500 Down Puffer Jacket,L,Black,149.00,149.0,USD,en-US,GF-R1-U5,12,mens-mountain-trekking-down-jacket-mt500-10-degrees-celcius-12077,https://cdn.shopify.com/s/files/1/1330/6287/files/8611349-product_image-p2920873_dcee697e-fff3-4056-bc17-13187e98513d.jpg?v=1757361220,20
3608439670732,364808,apparel,Down jacket,Simond Men's MT500 Down Puffer Vest,Simond Men's MT500 Down Puffer Vest,2XL,Black,119.00,119.0,USD,en-US,GF-R1-U6,16,mens-hiking-sleeveless-padded-waistcoat-x-warm,https://cdn.shopify.com/s/files/1/1330/6287/files/8317724-product_image-p2598936.jpg?v=1711969533,22
3608439670749,364818,apparel,Down jacket,Simond Men's MT500 Down Puffer Vest,Simond Men's MT500 Down Puffer Vest,3XL,Black,119.00,119.0,USD,en-US,GF-R1-U7,17,mens-hiking-sleeveless-padded-waistcoat-x-warm,https://cdn.shopify.com/s/files/1/1330/6287/files/8317724-product_image-p2598936.jpg?v=1711969533,22
3608439670756,364803,apparel,Down jacket,Simond Men's MT500 Down Puffer Vest,Simond Men's MT500 Down Puffer Vest,L,Black,119.00,119.0,USD,en-US,GF-R2-U1,11,mens-hiking-sleeveless-padded-waistcoat-x-warm,https://cdn.shopify.com/s/files/1/1330/6287/files/8317724-product_image-p2598936.jpg?v=1711969533,22
3608439670763,364806,apparel,Down jacket,Simond Men's MT500 Down Puffer Vest,Simond Men's MT500 Down Puffer Vest,XL,Black,119.00,119.0,USD,en-US,GF-R2-U2,20,mens-hiking-sleeveless-padded-waistcoat-x-warm,https://cdn.shopify.com/s/files/1/1330/6287/files/8317724-product_image-p2598936.jpg?v=1711969533,22
