style_color_size,style_no,brand,brand_name,year,season,season_name,item,item_name,classification_key,serial,division,color,color_name,color_ko,family,swatch,size
N221TS059P31L,N221TS059P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,059,P,31,PINK,핑크,Pink,#e84d8a,L
N221TS059P31XL,N221TS059P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,059,P,31,PINK,핑크,Pink,#e84d8a,XL
N221TS059P31XXL,N221TS059P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,059,P,31,PINK,핑크,Pink,#e84d8a,XXL
N221TS059P313XL,N221TS059P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,059,P,31,PINK,핑크,Pink,#e84d8a,3XL
N221TS059P31F,N221TS059P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,059,P,31,PINK,핑크,Pink,#e84d8a,F
N221TS060P51XS,N221TS060P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,060,P,51,GREEN,그린,Green,#3f7d3a,XS
N221TS060P51S,N221TS060P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,060,P,51,GREEN,그린,Green,#3f7d3a,S
N221TS060P51M,N221TS060P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,060,P,51,GREEN,그린,Green,#3f7d3a,M
N221TS060P51L,N221TS060P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,060,P,51,GREEN,그린,Green,#3f7d3a,L
N221TS060P51XL,N221TS060P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,060,P,51,GREEN,그린,Green,#3f7d3a,XL
N221TS060P51XXL,N221TS060P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,060,P,51,GREEN,그린,Green,#3f7d3a,XXL
N221TS060P513XL,N221TS060P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,060,P,51,GREEN,그린,Green,#3f7d3a,3XL
N221TS060P51F,N221TS060P,N,NBA,22,1,SPRING,TS,C&S T-SHIRTS,cut_and_sew.ts,060,P,51,GREEN,그린,Green,#3f7d3a,F
N221TP061P0071,N221TP061P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,061,P,00,WHITE,화이트,White,#f5f5f5,71
N221TP061P0076,N221TP061P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,061,P,00,WHITE,화이트,White,#f5f5f5,76
N221TP061P0081,N221TP061P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,061,P,00,WHITE,화이트,White,#f5f5f5,81
N221TP061P0086,N221TP061P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,061,P,00,WHITE,화이트,White,#f5f5f5,86
N221TP061P0091,N221TP061P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,061,P,00,WHITE,화이트,White,#f5f5f5,91
N221TP061P00F,N221TP061P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,061,P,00,WHITE,화이트,White,#f5f5f5,F
N221TP062P0671,N221TP062P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,062,P,06,NAVY,네이비,Blue,#1f4e8c,71
N221TP062P0676,N221TP062P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,062,P,06,NAVY,네이비,Blue,#1f4e8c,76
N221TP062P0681,N221TP062P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,062,P,06,NAVY,네이비,Blue,#1f4e8c,81
N221TP062P0686,N221TP062P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,062,P,06,NAVY,네이비,Blue,#1f4e8c,86
N221TP062P0691,N221TP062P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,062,P,06,NAVY,네이비,Blue,#1f4e8c,91
N221TP062P06F,N221TP062P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,062,P,06,NAVY,네이비,Blue,#1f4e8c,F
N221TP063P1971,N221TP063P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,063,P,19,BLACK,블랙,Black,#1a1a1a,71
N221TP063P1976,N221TP063P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,063,P,19,BLACK,블랙,Black,#1a1a1a,76
N221TP063P1981,N221TP063P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,063,P,19,BLACK,블랙,Black,#1a1a1a,81
N221TP063P1986,N221TP063P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,063,P,19,BLACK,블랙,Black,#1a1a1a,86
N221TP063P1991,N221TP063P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,063,P,19,BLACK,블랙,Black,#1a1a1a,91
N221TP063P19F,N221TP063P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,063,P,19,BLACK,블랙,Black,#1a1a1a,F
N221TP064P1271,N221TP064P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,064,P,12,GREY,그레이,Gray,#808080,71
N221TP064P1276,N221TP064P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,064,P,12,GREY,그레이,Gray,#808080,76
N221TP064P1281,N221TP064P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,064,P,12,GREY,그레이,Gray,#808080,81
N221TP064P1286,N221TP064P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,064,P,12,GREY,그레이,Gray,#808080,86
N221TP064P1291,N221TP064P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,064,P,12,GREY,그레이,Gray,#808080,91
N221TP064P12F,N221TP064P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,064,P,12,GREY,그레이,Gray,#808080,F
N221TP065P3171,N221TP065P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,065,P,31,PINK,핑크,Pink,#e84d8a,71
N221TP065P3176,N221TP065P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,065,P,31,PINK,핑크,Pink,#e84d8a,76
N221TP065P3181,N221TP065P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,065,P,31,PINK,핑크,Pink,#e84d8a,81
N221TP065P3186,N221TP065P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,065,P,31,PINK,핑크,Pink,#e84d8a,86
N221TP065P3191,N221TP065P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,065,P,31,PINK,핑크,Pink,#e84d8a,91
N221TP065P31F,N221TP065P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,065,P,31,PINK,핑크,Pink,#e84d8a,F
N221TP066P5171,N221TP066P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,066,P,51,GREEN,그린,Green,#3f7d3a,71
N221TP066P5176,N221TP066P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,066,P,51,GREEN,그린,Green,#3f7d3a,76
N221TP066P5181,N221TP066P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,066,P,51,GREEN,그린,Green,#3f7d3a,81
N221TP066P5186,N221TP066P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,066,P,51,GREEN,그린,Green,#3f7d3a,86
N221TP066P5191,N221TP066P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,066,P,51,GREEN,그린,Green,#3f7d3a,91
N221TP066P51F,N221TP066P,N,NBA,22,1,SPRING,TP,C&S PANTS,cut_and_sew.tp,066,P,51,GREEN,그린,Green,#3f7d3a,F
N221AB067P00F,N221AB067P,N,NBA,22,1,SPRING,AB,ACCESSORY BAG,accessory.ab,067,P,00,WHITE,화이트,White,#f5f5f5,F
N221AB068P06F,N221AB068P,N,NBA,22,1,SPRING,AB,ACCESSORY BAG,accessory.ab,068,P,06,NAVY,네이비,Blue,#1f4e8c,F
N221AB069P19F,N221AB069P,N,NBA,22,1,SPRING,AB,ACCESSORY BAG,accessory.ab,069,P,19,BLACK,블랙,Black,#1a1a1a,F
N221AB070P12F,N221AB070P,N,NBA,22,1,SPRING,AB,ACCESSORY BAG,accessory.ab,070,P,12,GREY,그레이,Gray,#808080,F
N221AB071P31F,N221AB071P,N,NBA,22,1,SPRING,AB,ACCESSORY BAG,accessory.ab,071,P,31,PINK,핑크,Pink,#e84d8a,F
N221AB072P51F,N221AB072P,N,NBA,22,1,SPRING,AB,ACCESSORY BAG,accessory.ab,072,P,51,GREEN,그린,Green,#3f7d3a,F
N221AP073P00S,N221AP073P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,073,P,00,WHITE,화이트,White,#f5f5f5,S
N221AP073P00M,N221AP073P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,073,P,00,WHITE,화이트,White,#f5f5f5,M
N221AP073P00L,N221AP073P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,073,P,00,WHITE,화이트,White,#f5f5f5,L
N221AP073P00F,N221AP073P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,073,P,00,WHITE,화이트,White,#f5f5f5,F
N221AP074P06S,N221AP074P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,074,P,06,NAVY,네이비,Blue,#1f4e8c,S
N221AP074P06M,N221AP074P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,074,P,06,NAVY,네이비,Blue,#1f4e8c,M
N221AP074P06L,N221AP074P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,074,P,06,NAVY,네이비,Blue,#1f4e8c,L
N221AP074P06F,N221AP074P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,074,P,06,NAVY,네이비,Blue,#1f4e8c,F
N221AP075P19S,N221AP075P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,075,P,19,BLACK,블랙,Black,#1a1a1a,S
N221AP075P19M,N221AP075P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,075,P,19,BLACK,블랙,Black,#1a1a1a,M
N221AP075P19L,N221AP075P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,075,P,19,BLACK,블랙,Black,#1a1a1a,L
N221AP075P19F,N221AP075P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,075,P,19,BLACK,블랙,Black,#1a1a1a,F
N221AP076P12S,N221AP076P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,076,P,12,GREY,그레이,Gray,#808080,S
N221AP076P12M,N221AP076P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,076,P,12,GREY,그레이,Gray,#808080,M
N221AP076P12L,N221AP076P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,076,P,12,GREY,그레이,Gray,#808080,L
N221AP076P12F,N221AP076P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,076,P,12,GREY,그레이,Gray,#808080,F
N221AP077P31S,N221AP077P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,077,P,31,PINK,핑크,Pink,#e84d8a,S
N221AP077P31M,N221AP077P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,077,P,31,PINK,핑크,Pink,#e84d8a,M
N221AP077P31L,N221AP077P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,077,P,31,PINK,핑크,Pink,#e84d8a,L
N221AP077P31F,N221AP077P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,077,P,31,PINK,핑크,Pink,#e84d8a,F
N221AP078P51S,N221AP078P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,078,P,51,GREEN,그린,Green,#3f7d3a,S
N221AP078P51M,N221AP078P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,078,P,51,GREEN,그린,Green,#3f7d3a,M
N221AP078P51L,N221AP078P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,078,P,51,GREEN,그린,Green,#3f7d3a,L
N221AP078P51F,N221AP078P,N,NBA,22,1,SPRING,AP,ACCESSORY CAP,accessory.ap,078,P,51,GREEN,그린,Green,#3f7d3a,F
N221AS079P00240,N221AS079P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,079,P,00,WHITE,화이트,White,#f5f5f5,240
N221AS079P00250,N221AS079P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,079,P,00,WHITE,화이트,White,#f5f5f5,250
N221AS079P00260,N221AS079P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,079,P,00,WHITE,화이트,White,#f5f5f5,260
N221AS079P00270,N221AS079P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,079,P,00,WHITE,화이트,White,#f5f5f5,270
N221AS079P00280,N221AS079P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,079,P,00,WHITE,화이트,White,#f5f5f5,280
N221AS079P00290,N221AS079P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,079,P,00,WHITE,화이트,White,#f5f5f5,290
N221AS080P06240,N221AS080P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,080,P,06,NAVY,네이비,Blue,#1f4e8c,240
N221AS080P06250,N221AS080P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,080,P,06,NAVY,네이비,Blue,#1f4e8c,250
N221AS080P06260,N221AS080P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,080,P,06,NAVY,네이비,Blue,#1f4e8c,260
N221AS080P06270,N221AS080P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,080,P,06,NAVY,네이비,Blue,#1f4e8c,270
N221AS080P06280,N221AS080P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,080,P,06,NAVY,네이비,Blue,#1f4e8c,280
N221AS080P06290,N221AS080P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,080,P,06,NAVY,네이비,Blue,#1f4e8c,290
N221AS081P19240,N221AS081P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,081,P,19,BLACK,블랙,Black,#1a1a1a,240
N221AS081P19250,N221AS081P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,081,P,19,BLACK,블랙,Black,#1a1a1a,250
N221AS081P19260,N221AS081P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,081,P,19,BLACK,블랙,Black,#1a1a1a,260
N221AS081P19270,N221AS081P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,081,P,19,BLACK,블랙,Black,#1a1a1a,270
N221AS081P19280,N221AS081P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,081,P,19,BLACK,블랙,Black,#1a1a1a,280
N221AS081P19290,N221AS081P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,081,P,19,BLACK,블랙,Black,#1a1a1a,290
N221AS082P12240,N221AS082P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,082,P,12,GREY,그레이,Gray,#808080,240
N221AS082P12250,N221AS082P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,082,P,12,GREY,그레이,Gray,#808080,250
N221AS082P12260,N221AS082P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,082,P,12,GREY,그레이,Gray,#808080,260
N221AS082P12270,N221AS082P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,082,P,12,GREY,그레이,Gray,#808080,270
N221AS082P12280,N221AS082P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,082,P,12,GREY,그레이,Gray,#808080,280
N221AS082P12290,N221AS082P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,082,P,12,GREY,그레이,Gray,#808080,290
N221AS083P31240,N221AS083P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,083,P,31,PINK,핑크,Pink,#e84d8a,240
N221AS083P31250,N221AS083P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,083,P,31,PINK,핑크,Pink,#e84d8a,250
N221AS083P31260,N221AS083P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,083,P,31,PINK,핑크,Pink,#e84d8a,260
N221AS083P31270,N221AS083P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,083,P,31,PINK,핑크,Pink,#e84d8a,270
N221AS083P31280,N221AS083P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,083,P,31,PINK,핑크,Pink,#e84d8a,280
N221AS083P31290,N221AS083P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,083,P,31,PINK,핑크,Pink,#e84d8a,290
N221AS084P51240,N221AS084P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,084,P,51,GREEN,그린,Green,#3f7d3a,240
N221AS084P51250,N221AS084P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,084,P,51,GREEN,그린,Green,#3f7d3a,250
N221AS084P51260,N221AS084P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,084,P,51,GREEN,그린,Green,#3f7d3a,260
N221AS084P51270,N221AS084P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,084,P,51,GREEN,그린,Green,#3f7d3a,270
N221AS084P51280,N221AS084P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,084,P,51,GREEN,그린,Green,#3f7d3a,280
N221AS084P51290,N221AS084P,N,NBA,22,1,SPRING,AS,ACCESSORY SHOES,accessory.as,084,P,51,GREEN,그린,Green,#3f7d3a,290
N221LR085P00XS,N221LR085P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,085,P,00,WHITE,화이트,White,#f5f5f5,XS
N221LR085P00S,N221LR085P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,085,P,00,WHITE,화이트,White,#f5f5f5,S
N221LR085P00M,N221LR085P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,085,P,00,WHITE,화이트,White,#f5f5f5,M
N221LR085P00L,N221LR085P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,085,P,00,WHITE,화이트,White,#f5f5f5,L
N221LR085P00XL,N221LR085P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,085,P,00,WHITE,화이트,White,#f5f5f5,XL
N221LR085P00XXL,N221LR085P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,085,P,00,WHITE,화이트,White,#f5f5f5,XXL
N221LR085P003XL,N221LR085P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,085,P,00,WHITE,화이트,White,#f5f5f5,3XL
N221LR085P00F,N221LR085P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,085,P,00,WHITE,화이트,White,#f5f5f5,F
N221LR086P06XS,N221LR086P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,086,P,06,NAVY,네이비,Blue,#1f4e8c,XS
N221LR086P06S,N221LR086P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,086,P,06,NAVY,네이비,Blue,#1f4e8c,S
N221LR086P06M,N221LR086P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,086,P,06,NAVY,네이비,Blue,#1f4e8c,M
N221LR086P06L,N221LR086P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,086,P,06,NAVY,네이비,Blue,#1f4e8c,L
N221LR086P06XL,N221LR086P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,086,P,06,NAVY,네이비,Blue,#1f4e8c,XL
N221LR086P06XXL,N221LR086P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,086,P,06,NAVY,네이비,Blue,#1f4e8c,XXL
N221LR086P063XL,N221LR086P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,086,P,06,NAVY,네이비,Blue,#1f4e8c,3XL
N221LR086P06F,N221LR086P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,086,P,06,NAVY,네이비,Blue,#1f4e8c,F
N221LR087P19XS,N221LR087P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,087,P,19,BLACK,블랙,Black,#1a1a1a,XS
N221LR087P19S,N221LR087P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,087,P,19,BLACK,블랙,Black,#1a1a1a,S
N221LR087P19M,N221LR087P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,087,P,19,BLACK,블랙,Black,#1a1a1a,M
N221LR087P19L,N221LR087P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,087,P,19,BLACK,블랙,Black,#1a1a1a,L
N221LR087P19XL,N221LR087P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,087,P,19,BLACK,블랙,Black,#1a1a1a,XL
N221LR087P19XXL,N221LR087P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,087,P,19,BLACK,블랙,Black,#1a1a1a,XXL
N221LR087P193XL,N221LR087P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,087,P,19,BLACK,블랙,Black,#1a1a1a,3XL
N221LR087P19F,N221LR087P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,087,P,19,BLACK,블랙,Black,#1a1a1a,F
N221LR088P12XS,N221LR088P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,088,P,12,GREY,그레이,Gray,#808080,XS
N221LR088P12S,N221LR088P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,088,P,12,GREY,그레이,Gray,#808080,S
N221LR088P12M,N221LR088P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,088,P,12,GREY,그레이,Gray,#808080,M
N221LR088P12L,N221LR088P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,088,P,12,GREY,그레이,Gray,#808080,L
N221LR088P12XL,N221LR088P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,088,P,12,GREY,그레이,Gray,#808080,XL
N221LR088P12XXL,N221LR088P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,088,P,12,GREY,그레이,Gray,#808080,XXL
N221LR088P123XL,N221LR088P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,088,P,12,GREY,그레이,Gray,#808080,3XL
N221LR088P12F,N221LR088P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,088,P,12,GREY,그레이,Gray,#808080,F
N221LR089P31XS,N221LR089P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,089,P,31,PINK,핑크,Pink,#e84d8a,XS
N221LR089P31S,N221LR089P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,089,P,31,PINK,핑크,Pink,#e84d8a,S
N221LR089P31M,N221LR089P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,089,P,31,PINK,핑크,Pink,#e84d8a,M
N221LR089P31L,N221LR089P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,089,P,31,PINK,핑크,Pink,#e84d8a,L
N221LR089P31XL,N221LR089P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,089,P,31,PINK,핑크,Pink,#e84d8a,XL
N221LR089P31XXL,N221LR089P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,089,P,31,PINK,핑크,Pink,#e84d8a,XXL
N221LR089P313XL,N221LR089P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,089,P,31,PINK,핑크,Pink,#e84d8a,3XL
N221LR089P31F,N221LR089P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,089,P,31,PINK,핑크,Pink,#e84d8a,F
N221LR090P51XS,N221LR090P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,090,P,51,GREEN,그린,Green,#3f7d3a,XS
N221LR090P51S,N221LR090P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,090,P,51,GREEN,그린,Green,#3f7d3a,S
N221LR090P51M,N221LR090P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,090,P,51,GREEN,그린,Green,#3f7d3a,M
N221LR090P51L,N221LR090P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,090,P,51,GREEN,그린,Green,#3f7d3a,L
N221LR090P51XL,N221LR090P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,090,P,51,GREEN,그린,Green,#3f7d3a,XL
N221LR090P51XXL,N221LR090P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,090,P,51,GREEN,그린,Green,#3f7d3a,XXL
N221LR090P513XL,N221LR090P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,090,P,51,GREEN,그린,Green,#3f7d3a,3XL
N221LR090P51F,N221LR090P,N,NBA,22,1,SPRING,LR,LEATHER REAL,leather.lr,090,P,51,GREEN,그린,Green,#3f7d3a,F
L221DC001P0080,L221DC001P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,001,P,00,WHITE,화이트,White,#f5f5f5,80
L221DC001P0085,L221DC001P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,001,P,00,WHITE,화이트,White,#f5f5f5,85
L221DC001P0090,L221DC001P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,001,P,00,WHITE,화이트,White,#f5f5f5,90
L221DC001P0095,L221DC001P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,001,P,00,WHITE,화이트,White,#f5f5f5,95
L221DC001P00100,L221DC001P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,001,P,00,WHITE,화이트,White,#f5f5f5,100
L221DC001P00110,L221DC001P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,001,P,00,WHITE,화이트,White,#f5f5f5,110
L221DC002P0680,L221DC002P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,002,P,06,NAVY,네이비,Blue,#1f4e8c,80
L221DC002P0685,L221DC002P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,002,P,06,NAVY,네이비,Blue,#1f4e8c,85
L221DC002P0690,L221DC002P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,002,P,06,NAVY,네이비,Blue,#1f4e8c,90
L221DC002P0695,L221DC002P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,002,P,06,NAVY,네이비,Blue,#1f4e8c,95
L221DC002P06100,L221DC002P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,002,P,06,NAVY,네이비,Blue,#1f4e8c,100
L221DC002P06110,L221DC002P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,002,P,06,NAVY,네이비,Blue,#1f4e8c,110
L221DC003P1980,L221DC003P,L,LPGA,22,1,SPRING,DC,DENIM COAT,denim.dc,003,P,19,BLACK,블랙,Black,#1a1a1a,80
